WeekOfMonth,Make,AccidentArea,DayOfWeekClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
1,2,0,6,4,0,1,53.0,1,1,0,0,0,11967,400,3,2,1,4,6,0,0,0,3,3,0,1
2,2,1,1,2,1,1,55.0,0,2,1,5,0,11968,400,3,2,2,6,6,0,0,0,3,3,0,2
4,13,1,2,1,1,1,43.0,0,2,1,1,0,11969,400,3,2,2,5,5,0,0,0,2,3,0,2
3,13,1,7,4,1,1,50.0,0,0,0,0,0,11970,400,3,2,1,6,6,0,0,0,3,3,0,0
1,13,1,7,2,1,1,32.0,1,0,0,0,0,11971,400,3,2,0,4,4,0,0,0,3,2,1,0
4,13,1,6,1,1,1,29.0,0,2,1,0,0,11972,400,3,2,1,4,4,0,0,0,3,3,0,2
1,9,1,1,4,1,1,43.0,0,0,0,2,1,11973,400,3,2,3,6,5,0,0,0,0,3,2,0
1,17,1,1,1,1,1,33.0,1,0,0,5,0,11974,400,3,2,3,5,4,0,0,0,3,3,0,0
5,9,1,1,5,1,1,45.0,1,1,0,5,0,11975,400,3,2,3,5,5,1,0,0,3,3,0,1
5,2,1,1,5,1,1,54.0,1,0,0,5,0,11976,400,3,2,3,6,6,1,0,0,1,3,0,0
1,17,1,2,1,1,2,26.0,0,2,1,5,0,11977,400,3,2,1,5,4,0,0,0,0,3,0,2
1,13,1,6,2,1,1,38.0,0,1,0,0,0,11978,400,3,2,3,6,5,0,0,0,1,3,0,1
4,13,1,2,1,1,1,53.0,0,2,1,5,0,11979,400,3,2,1,5,6,0,0,0,2,3,0,2
2,6,1,1,3,1,2,16.5,0,1,0,5,0,11980,400,3,2,1,7,0,0,0,0,3,3,0,1
3,2,1,6,2,1,1,36.0,0,1,0,1,0,11981,400,3,2,0,5,5,0,0,0,3,3,0,1
1,15,1,6,2,0,2,28.0,0,0,0,1,1,11982,400,3,2,2,4,4,0,0,0,3,3,0,0
4,2,1,6,4,1,1,61.0,1,2,1,2,0,11983,400,3,2,1,6,7,0,0,1,0,3,0,2
4,12,1,2,3,1,1,26.0,0,0,0,1,0,11984,400,3,2,1,5,4,0,0,0,3,3,0,0
3,9,1,7,1,0,1,35.0,0,2,1,0,0,11985,400,3,2,1,3,4,0,0,0,2,3,0,2
4,12,1,2,4,1,1,49.0,0,2,1,1,0,11986,500,3,2,1,6,6,0,0,0,1,1,0,2
2,17,1,6,2,1,1,37.0,1,0,0,0,0,11987,400,3,2,3,5,5,0,0,0,3,3,0,0
4,17,0,2,5,1,1,37.0,0,2,1,1,0,11988,400,3,2,2,6,5,0,0,0,2,3,0,2
4,2,1,1,4,1,2,31.0,0,2,1,0,0,11989,400,3,2,2,5,4,0,0,0,2,3,0,2
4,2,1,2,4,1,1,72.0,0,1,0,0,0,11990,400,3,2,3,6,8,0,0,0,0,3,0,1
5,17,1,1,4,1,2,34.0,0,1,0,0,0,11991,400,3,2,1,5,4,0,0,0,3,3,0,1
5,0,1,7,1,1,1,34.0,0,2,1,5,0,11992,400,3,2,2,5,4,0,0,0,1,2,1,2
4,6,0,1,1,1,2,16.5,0,1,0,5,0,11993,400,3,2,3,7,0,0,0,0,3,3,0,1
4,6,1,7,4,1,1,49.0,0,1,0,0,0,11994,400,3,2,1,6,6,0,0,0,3,3,0,1
4,13,1,7,4,0,2,28.0,0,2,1,5,0,11995,400,3,2,1,3,4,0,0,0,0,3,0,2
3,17,1,1,3,1,1,32.0,0,2,1,1,0,11996,400,3,2,1,5,4,0,0,0,3,3,0,2
3,5,1,1,3,1,1,46.0,1,1,0,2,0,11997,400,3,2,0,5,6,0,0,0,0,3,0,1
1,17,0,6,4,1,1,44.0,0,1,0,1,1,11998,700,3,2,0,6,5,0,0,0,3,3,0,1
1,9,1,7,1,1,1,32.0,0,1,0,0,0,11999,400,3,2,3,4,4,0,0,0,3,3,0,1
5,17,1,7,1,1,1,74.0,1,2,1,0,0,12000,400,3,2,1,6,8,0,0,0,2,3,3,2
4,13,1,6,2,1,1,47.0,0,1,0,1,0,12001,400,3,2,3,6,6,0,0,0,3,3,0,1
4,9,1,6,5,1,1,26.0,1,1,0,0,0,12002,400,3,2,0,4,4,0,0,0,3,3,0,1
2,9,1,7,2,1,1,36.0,1,0,0,0,0,12003,400,3,2,0,5,5,0,0,0,3,3,0,0
1,9,1,6,2,1,1,37.0,0,1,0,1,1,12004,400,3,2,3,5,5,0,0,0,3,3,0,1
4,13,1,6,1,1,1,44.0,0,2,1,1,0,12005,400,3,2,1,6,5,0,0,1,0,3,0,2
3,9,1,2,4,0,1,34.0,1,1,0,0,0,12006,400,3,2,1,3,4,0,0,0,3,3,0,1
3,17,1,1,4,1,2,35.0,1,1,0,0,0,12007,400,3,2,1,5,4,0,0,0,3,3,0,1
3,6,1,7,3,0,1,45.0,1,1,0,0,0,12008,400,3,2,1,5,5,0,0,0,1,3,0,1
3,18,1,6,1,1,1,37.0,1,0,0,0,0,12009,400,3,2,3,6,5,0,0,0,3,3,0,0
2,6,1,2,2,1,1,27.0,0,2,1,1,0,12010,400,3,2,1,5,4,0,0,0,2,3,0,2
2,2,1,5,3,0,2,27.0,0,1,0,0,1,12011,400,3,2,3,4,4,0,0,0,3,3,0,1
3,9,1,6,3,0,1,33.0,0,1,0,0,0,12012,400,3,2,1,4,4,0,0,0,3,3,0,1
2,2,1,2,2,1,2,30.0,0,2,1,2,0,12013,400,3,2,2,4,4,0,0,0,2,0,1,2
2,6,1,1,2,1,1,65.0,0,1,0,0,0,12014,400,3,2,1,6,7,0,0,0,0,3,2,1
2,2,1,2,2,1,1,32.0,1,1,0,0,0,12015,400,3,2,1,4,4,0,0,0,3,3,0,1
4,5,0,1,2,1,1,41.0,0,1,0,1,0,12016,400,3,2,3,6,5,0,0,0,2,3,0,1
2,11,1,7,3,0,1,27.0,0,1,0,0,0,12017,400,3,2,3,4,4,0,0,0,3,3,0,1
2,17,1,2,2,1,2,26.0,0,2,1,0,0,12018,400,3,2,1,4,4,0,0,0,0,3,0,2
3,6,1,1,3,1,1,57.0,1,2,1,0,0,12019,400,3,2,0,5,7,0,0,0,3,3,0,2
2,13,1,5,2,1,2,39.0,0,2,1,0,0,12020,400,3,2,1,4,5,0,0,0,0,3,0,2
4,6,1,6,1,1,2,16.5,0,2,1,5,0,12021,400,3,2,1,7,0,0,0,0,3,3,0,2
4,9,1,2,4,1,1,43.0,0,1,0,1,0,12022,400,3,2,1,5,5,0,0,0,0,3,0,1
4,18,1,1,5,1,1,45.0,0,1,0,5,0,12023,400,3,2,2,5,5,0,0,0,1,3,0,1
5,9,1,2,1,0,1,27.0,0,2,1,0,0,12024,400,3,2,1,4,4,0,0,0,0,3,0,2
2,17,1,5,1,1,1,31.0,0,1,0,0,1,12025,400,3,2,0,4,4,0,0,0,1,3,0,1
5,13,1,5,3,1,1,30.0,0,1,0,1,0,12026,400,3,2,2,5,4,0,0,0,1,3,0,1
1,17,1,2,2,1,1,56.0,0,2,1,0,0,12027,400,3,2,0,6,7,0,0,0,2,3,0,2
1,9,1,2,2,0,0,51.0,0,1,0,0,0,12028,400,3,2,2,5,6,0,0,0,3,3,0,1
1,13,1,6,3,1,1,47.0,1,0,0,1,0,12029,700,3,2,3,6,6,0,0,0,3,3,0,0
1,13,1,6,2,1,1,30.0,0,2,1,1,0,12030,400,3,2,1,5,4,0,0,0,3,3,0,2
1,6,1,6,1,1,2,16.5,0,2,1,5,0,12031,400,3,2,2,7,0,0,0,0,3,3,0,2
1,6,1,1,3,1,2,16.5,0,0,0,5,0,12032,400,3,2,3,7,0,0,0,0,3,3,0,0
1,2,1,6,2,1,2,35.0,1,2,1,1,0,12033,400,3,2,2,5,4,0,0,0,3,3,0,2
1,17,1,7,1,1,1,50.0,0,2,1,0,0,12034,400,3,2,1,5,6,0,0,0,0,2,1,2
2,17,1,1,2,1,1,60.0,1,1,0,0,0,12035,400,3,2,3,3,7,0,0,0,3,3,0,1
2,17,1,2,2,1,1,53.0,0,0,0,1,0,12036,400,3,2,2,6,6,0,0,0,3,3,0,0
2,9,1,2,1,1,1,30.0,0,0,0,0,1,12037,500,3,2,3,4,4,0,0,0,3,1,0,0
2,6,1,6,2,1,1,26.0,0,0,0,1,0,12038,400,3,2,2,4,4,0,0,0,3,3,0,0
2,9,1,2,2,1,2,25.0,1,1,0,0,0,12039,400,3,2,1,3,3,0,0,0,3,3,0,1
2,13,1,1,3,1,2,35.0,1,1,0,0,0,12040,400,3,2,0,5,4,0,0,0,2,3,0,1
3,6,1,2,3,1,1,33.0,0,1,0,0,0,12041,400,3,2,1,5,4,0,0,0,3,3,0,1
3,17,1,2,3,1,1,63.0,0,0,0,0,0,12042,400,3,2,3,5,7,0,0,0,3,3,0,0
2,2,1,7,3,1,1,49.0,1,1,0,1,0,12043,400,3,2,3,6,6,0,0,0,3,3,0,1
3,6,1,7,3,1,1,28.0,0,0,0,5,0,12044,400,3,2,1,7,4,0,0,0,3,3,0,0
2,17,1,2,4,1,2,41.0,0,0,0,4,1,12045,400,3,2,0,5,5,0,0,0,1,3,0,0
4,17,1,7,4,1,1,64.0,1,2,1,1,0,12046,400,3,2,0,6,7,0,0,0,3,3,0,2
4,2,1,6,4,1,2,26.0,0,2,1,5,0,12047,400,3,2,1,4,4,0,0,0,3,3,0,2
5,2,1,2,5,1,1,47.0,1,2,1,1,0,12048,400,3,2,0,6,6,0,0,0,2,3,0,2
1,13,1,2,3,1,1,54.0,0,1,0,0,0,12049,400,3,2,1,6,6,0,0,0,3,3,0,1
1,6,0,5,1,0,2,35.0,0,1,0,0,0,12050,400,3,2,1,4,4,0,0,0,2,3,0,1
5,13,1,2,5,1,1,42.0,0,2,1,1,0,12051,400,3,2,2,5,5,0,0,0,2,3,0,2
2,0,1,7,2,1,1,36.0,0,0,0,5,1,12052,400,3,2,1,5,5,0,0,0,1,3,0,0
1,6,1,5,4,1,1,53.0,0,2,1,5,0,12053,400,3,2,0,6,6,0,0,0,2,3,0,2
2,13,1,1,2,1,2,28.0,1,1,0,5,0,12054,400,3,2,0,5,4,0,0,0,2,3,0,1
2,2,1,7,2,1,1,28.0,0,1,0,0,0,12055,400,3,2,1,5,4,0,0,0,0,2,2,1
2,17,1,2,3,1,1,26.0,1,1,0,0,0,12056,400,3,2,1,5,4,0,0,0,2,3,0,1
1,13,0,5,1,1,1,55.0,1,2,1,0,0,12057,400,3,2,1,5,6,0,0,0,2,3,0,2
1,13,1,5,2,1,1,67.0,0,0,0,4,0,12058,400,3,2,3,6,8,0,0,0,3,3,0,0
2,17,1,7,4,1,1,31.0,1,0,0,4,0,12059,400,3,2,3,4,4,0,0,0,3,3,0,0
1,17,1,5,2,0,2,33.0,0,2,1,1,0,12060,400,3,2,2,4,4,0,0,0,0,3,0,2
3,13,1,7,4,1,2,48.0,0,2,1,0,0,12061,400,3,2,3,5,6,1,0,0,2,3,0,2
5,17,1,7,5,1,1,58.0,0,0,0,0,0,12062,400,3,2,3,6,7,0,0,0,1,3,0,0
4,13,1,7,5,1,1,27.0,0,2,1,1,0,12063,400,3,2,2,5,4,0,0,0,3,3,0,2
4,13,1,6,1,0,1,63.0,0,1,0,0,0,12064,400,3,2,3,6,7,0,0,0,0,3,0,1
2,17,1,7,2,1,2,29.0,0,2,1,0,0,12065,400,3,2,1,3,4,0,0,0,3,3,0,2
4,6,0,6,1,1,1,68.0,0,0,0,4,0,12066,400,3,2,1,6,8,0,0,0,3,3,0,0
5,9,1,2,1,0,2,30.0,0,1,0,0,0,12067,400,3,2,3,4,4,0,0,0,2,3,0,1
1,13,1,7,1,1,1,58.0,1,1,0,0,0,12068,400,3,2,0,6,7,0,0,0,0,3,0,1
2,5,1,2,2,1,1,51.0,0,0,0,1,0,12069,400,3,2,3,6,6,0,0,0,1,3,0,0
1,13,1,2,2,1,2,42.0,1,2,1,0,0,12070,400,3,2,1,4,5,0,0,0,0,3,0,2
2,17,1,7,2,1,2,30.0,0,1,0,1,0,12071,400,3,2,0,4,4,0,0,0,2,3,0,1
2,6,1,5,2,1,1,55.0,1,2,1,0,0,12072,400,3,2,1,6,6,0,0,0,1,3,0,2
2,13,1,2,2,1,2,39.0,0,2,1,0,0,12073,400,3,2,0,5,5,0,0,0,0,3,0,2
2,13,1,2,3,1,2,22.0,1,0,0,0,0,12074,400,3,2,3,3,3,0,0,0,3,3,0,0
3,17,1,1,3,1,1,32.0,0,0,0,0,0,12075,400,3,2,0,4,4,0,0,0,3,3,0,0
3,5,1,5,2,1,1,43.0,0,6,2,5,0,12076,400,3,2,1,6,5,0,0,0,2,2,1,0
3,13,1,6,3,1,2,36.0,0,2,1,1,0,12077,400,3,2,1,6,5,0,0,0,1,3,0,2
3,13,1,6,3,1,1,57.0,1,0,0,0,0,12078,400,3,2,1,6,7,0,0,0,3,3,0,0
4,13,1,7,1,1,1,38.0,1,0,0,1,0,12079,400,3,2,2,5,5,0,0,0,2,3,0,0
2,13,1,7,3,1,1,35.0,1,1,0,1,0,12080,400,3,2,0,5,4,0,0,0,0,3,0,1
4,13,1,6,5,0,1,40.0,0,1,0,0,0,12081,400,3,2,0,6,5,0,0,0,3,3,0,1
4,6,1,7,1,1,1,28.0,0,2,1,0,0,12082,400,3,2,1,4,4,0,0,0,2,3,0,2
1,17,1,6,2,1,1,72.0,1,2,1,0,0,12083,400,3,2,1,6,8,0,0,0,1,3,0,2
5,6,1,7,1,1,1,43.0,1,0,0,0,0,12084,400,3,2,0,5,5,0,0,0,1,3,0,0
2,2,1,2,2,1,2,32.0,0,0,0,1,1,12085,400,3,2,3,4,4,0,0,0,3,3,0,0
1,13,1,6,2,1,1,80.0,0,2,1,4,0,12086,400,3,2,1,5,8,0,0,0,0,3,0,2
2,13,1,7,2,1,1,53.0,0,1,0,1,0,12087,400,3,2,1,5,6,0,0,0,2,3,0,1
2,13,1,6,3,1,1,53.0,0,0,0,4,0,12088,500,3,2,2,6,6,0,0,0,3,1,0,0
2,6,1,1,2,1,2,27.0,0,1,0,0,0,12089,400,3,2,0,4,4,0,0,0,1,3,0,1
3,16,1,2,3,1,1,40.0,0,0,0,0,0,12090,400,3,2,3,5,5,0,0,0,0,3,0,0
2,13,1,1,3,1,2,35.0,0,2,1,0,0,12091,700,3,2,2,5,4,0,0,0,2,3,0,2
3,6,0,2,3,1,2,29.0,0,1,0,0,0,12092,400,3,2,3,5,4,0,0,0,3,3,0,1
4,13,1,1,4,1,2,32.0,1,1,0,0,0,12093,400,3,2,3,4,4,0,0,0,2,3,0,1
1,0,1,2,1,1,1,26.0,0,1,0,1,0,12094,400,3,2,1,5,4,0,0,0,3,3,0,1
2,9,1,1,2,1,2,29.0,1,1,0,1,0,12095,400,3,2,1,4,4,0,0,0,3,3,0,1
2,13,0,5,4,1,2,31.0,0,1,0,0,0,12096,400,3,2,0,4,4,0,0,0,3,3,2,1
2,5,1,7,2,1,2,37.0,0,0,0,0,0,12097,400,3,2,3,5,5,0,0,0,2,2,1,0
2,2,1,2,4,0,2,26.0,0,1,0,0,1,12098,400,3,2,1,3,4,0,0,0,2,3,0,1
3,13,0,7,4,1,1,38.0,0,2,1,0,0,12099,400,3,2,3,5,5,0,0,0,2,3,0,2
1,2,1,5,4,1,1,25.0,0,1,0,0,0,12100,400,3,2,0,2,3,0,0,0,3,3,0,1
3,2,1,1,3,1,1,63.0,0,0,0,1,0,12101,400,3,2,1,6,7,0,0,0,2,3,0,0
4,13,1,2,5,1,1,63.0,0,6,2,5,0,12102,400,3,2,1,6,7,0,0,0,2,3,0,0
4,9,1,6,4,0,1,43.0,0,2,1,0,0,12103,400,3,2,0,6,5,0,0,0,3,3,0,2
2,17,1,1,2,1,2,26.0,1,1,0,1,0,12104,400,3,2,0,4,4,0,0,1,3,0,0,1
5,13,1,6,5,1,1,63.0,1,0,0,0,0,12105,400,3,2,0,5,7,0,0,0,3,3,0,0
2,2,1,5,1,1,2,35.0,0,1,0,0,0,12106,400,3,2,1,3,4,0,0,0,3,3,0,1
2,17,1,5,3,1,2,45.0,0,1,0,0,0,12107,400,3,2,1,5,5,0,0,0,3,3,0,1
2,13,1,6,4,0,1,51.0,1,1,0,0,0,12108,400,3,2,1,6,6,0,0,0,2,3,0,1
3,6,0,1,4,0,2,32.0,0,2,1,0,0,12109,400,3,2,1,1,4,0,0,0,3,3,0,2
1,13,1,5,2,1,1,45.0,1,0,0,0,0,12110,400,3,2,1,5,5,0,0,0,1,3,0,0
3,2,1,7,4,0,2,40.0,1,0,0,0,0,12111,400,3,2,3,5,5,0,0,0,3,3,0,0
2,13,0,2,3,1,1,51.0,0,2,1,0,0,12112,400,3,2,1,6,6,0,0,0,2,3,0,2
2,6,1,2,2,1,1,36.0,0,2,1,0,0,12113,400,3,2,1,5,5,0,0,0,1,3,0,2
5,6,1,5,5,1,2,31.0,0,0,0,1,0,12114,400,3,2,1,4,4,0,0,0,2,3,0,0
5,9,1,1,5,1,1,29.0,1,1,0,0,0,12115,400,3,2,0,5,4,0,0,0,3,3,0,1
3,17,1,6,4,1,1,31.0,0,2,1,1,0,12116,400,3,2,1,4,4,0,0,0,3,3,0,2
2,6,1,6,3,0,1,26.0,0,2,1,0,0,12117,400,3,2,1,5,4,0,0,0,2,3,0,2
3,2,1,2,1,1,1,40.0,0,1,0,2,0,12118,400,3,2,1,4,5,0,0,0,0,2,1,1
2,2,1,2,3,1,1,38.0,0,7,2,5,0,12119,400,3,2,1,5,5,0,0,0,1,3,0,1
2,6,1,2,3,1,1,39.0,0,1,0,0,1,12120,400,3,2,0,4,5,0,0,0,0,3,0,1
1,9,1,7,2,0,1,48.0,1,1,0,0,0,12121,400,2,0,3,5,6,0,0,0,3,3,0,1
1,17,1,2,1,1,1,36.0,0,2,1,0,0,12122,700,3,2,2,5,5,0,0,0,3,3,0,2
4,2,1,5,1,1,1,45.0,1,2,1,1,0,12123,400,3,2,0,5,5,0,0,1,1,3,0,2
5,17,1,7,1,0,1,33.0,1,1,0,0,0,12124,400,3,2,1,4,4,0,0,0,3,3,0,1
4,18,1,7,1,0,2,47.0,0,0,0,5,0,12125,400,3,2,0,5,6,0,0,0,1,3,0,0
4,9,1,5,1,0,2,32.0,1,1,0,0,0,12126,400,3,2,0,5,4,0,0,0,1,3,0,1
4,5,1,5,4,1,1,45.0,0,1,0,3,0,12127,400,3,2,3,5,5,0,0,0,3,3,0,1
4,6,1,2,4,1,1,38.0,1,0,0,0,0,12128,400,3,2,0,6,5,0,0,0,0,3,0,0
3,13,1,2,3,1,2,29.0,0,2,1,1,0,12129,400,3,2,1,4,4,0,0,0,1,3,0,2
3,13,0,1,3,1,2,23.0,1,1,0,5,0,12130,400,3,2,1,3,3,0,0,0,0,3,0,1
3,9,1,7,1,1,2,30.0,0,2,1,0,0,12131,400,3,2,1,4,4,0,0,0,3,3,0,2
3,13,1,7,1,1,1,52.0,0,1,0,0,0,12132,400,3,2,3,6,6,0,0,0,2,3,0,1
3,6,1,1,3,1,1,63.0,0,0,0,0,0,12133,400,3,2,3,5,7,0,0,0,3,3,0,0
2,13,1,1,4,1,1,75.0,0,0,0,0,0,12134,400,3,2,0,6,8,0,0,0,1,3,0,0
2,17,1,6,3,1,1,29.0,0,1,0,0,0,12135,400,3,2,3,4,4,0,0,0,3,3,0,1
2,17,1,5,4,1,1,60.0,0,1,0,0,0,12136,400,3,2,0,5,7,0,0,0,3,3,0,1
2,9,1,6,2,0,1,39.0,0,2,1,1,0,12137,400,3,2,1,2,5,0,0,0,0,3,2,2
1,17,1,1,4,1,1,55.0,0,1,0,1,0,12138,400,3,2,3,5,6,1,0,0,0,3,0,1
5,6,1,2,5,1,1,43.0,0,2,1,1,0,12139,500,3,2,0,5,5,0,0,0,3,1,1,2
5,17,1,5,1,1,1,33.0,0,2,1,0,0,12140,400,3,2,1,4,4,0,0,0,0,3,0,2
4,6,1,2,1,1,1,59.0,1,1,0,1,0,12141,400,3,2,1,6,7,0,0,0,2,3,0,1
3,17,0,7,3,0,1,49.0,0,0,0,5,0,12142,400,3,2,0,4,6,0,0,0,3,3,0,0
2,6,1,2,2,1,2,33.0,0,2,1,0,0,12143,400,3,2,1,4,4,0,0,0,3,3,0,2
1,13,1,2,1,1,1,38.0,0,2,1,0,0,12144,400,3,2,3,5,5,0,0,0,0,3,0,2
3,13,1,5,3,1,2,37.0,0,6,2,5,0,12145,400,3,2,2,5,5,0,0,0,1,3,0,0
2,13,1,1,2,1,1,38.0,0,2,1,0,0,12146,400,3,2,1,5,5,0,0,0,3,3,0,2
2,6,1,5,4,1,2,34.0,0,1,0,1,0,12147,400,3,2,2,5,4,0,0,0,2,3,0,1
5,6,1,1,1,1,1,26.0,1,0,0,0,0,12148,400,3,2,0,4,4,0,0,0,2,3,0,0
5,2,1,1,2,0,2,46.0,1,0,0,0,0,12149,400,3,2,3,3,6,0,0,0,3,3,0,0
3,13,1,5,3,1,1,38.0,1,6,2,5,0,12150,400,3,2,1,6,5,0,0,0,3,3,0,0
3,17,1,2,3,0,1,31.0,0,1,0,1,0,12151,400,3,2,0,4,4,0,0,0,2,3,0,1
2,6,1,3,2,1,1,47.0,1,4,1,5,0,12152,400,3,2,1,3,6,0,0,0,2,3,0,1
2,17,1,1,3,1,1,44.0,0,1,0,1,1,12153,700,3,2,3,6,5,0,0,0,3,3,0,1
4,2,1,5,3,1,1,26.0,1,0,0,1,0,12154,400,3,2,3,5,4,0,0,0,2,3,0,0
3,13,1,2,4,1,1,73.0,0,2,1,0,0,12155,400,3,2,3,5,8,0,0,0,3,3,0,2
2,9,1,6,2,0,1,34.0,0,1,0,0,0,12156,400,3,2,1,3,4,0,0,0,3,3,0,1
2,9,0,5,3,1,1,24.0,0,1,0,0,1,12157,400,3,2,2,4,3,0,0,0,1,3,0,1
1,6,1,6,2,1,2,40.0,0,1,0,1,0,12158,400,3,2,3,5,5,0,0,0,2,3,0,1
1,17,0,5,3,1,1,43.0,0,1,0,0,0,12159,400,3,2,1,5,5,0,0,0,1,3,0,1
1,2,1,1,1,1,2,28.0,0,1,0,0,0,12160,400,3,2,3,5,4,0,0,0,0,2,1,1
2,13,1,7,2,1,1,39.0,0,6,2,5,1,12161,400,3,2,1,6,5,0,0,0,0,3,0,0
4,17,0,6,4,1,1,32.0,0,2,1,1,0,12162,400,3,2,1,5,4,0,0,0,1,3,0,2
4,13,1,7,4,1,1,50.0,0,2,1,1,0,12163,400,3,2,2,4,6,0,0,0,3,3,0,2
3,17,1,6,4,0,1,48.0,0,1,0,0,0,12164,400,3,2,1,6,6,0,0,0,3,3,0,1
3,13,1,7,4,1,1,42.0,0,2,1,0,0,12165,400,3,2,1,5,5,0,0,0,3,3,0,2
3,9,1,1,3,1,1,26.0,0,2,1,1,0,12166,400,3,2,2,5,4,0,0,0,3,3,0,2
2,18,1,1,4,1,2,33.0,1,1,0,1,0,12167,400,3,2,3,5,4,0,0,0,0,3,0,1
5,13,1,2,5,1,2,50.0,0,2,1,1,0,12168,400,3,2,1,5,6,0,0,0,1,3,0,2
1,2,1,1,1,0,1,42.0,0,1,0,1,0,12169,400,3,2,3,5,5,0,0,0,1,3,0,1
5,5,1,1,1,1,2,44.0,0,1,0,2,0,12170,400,3,2,1,6,5,0,0,0,0,3,0,1
4,17,1,2,2,1,2,22.0,1,1,0,1,0,12171,400,3,2,1,4,3,0,0,0,0,3,0,1
4,13,1,5,4,1,1,63.0,0,0,0,4,0,12172,400,3,2,0,5,7,0,0,0,3,3,0,0
2,13,1,7,3,1,1,65.0,0,0,0,4,1,12173,400,3,2,3,6,7,0,0,0,3,3,0,0
3,6,1,6,3,1,1,33.0,1,0,0,1,0,12174,400,3,2,0,4,4,0,0,0,1,3,0,0
2,17,1,7,3,1,2,18.0,0,0,0,4,1,12175,400,3,2,0,1,2,0,0,0,0,3,0,0
3,13,1,6,3,0,2,47.0,0,2,1,1,0,12176,400,3,2,3,5,6,0,0,0,1,3,0,2
2,17,1,1,5,0,1,52.0,0,1,0,0,0,12177,400,3,2,1,6,6,0,0,0,1,3,0,1
1,9,1,2,5,1,2,24.0,0,4,1,5,0,12178,400,3,2,0,2,3,0,0,0,3,3,2,1
1,6,0,6,3,1,2,16.5,0,0,0,5,0,12179,400,3,2,0,7,0,0,0,0,3,3,0,0
1,6,0,6,2,1,2,16.5,0,0,0,5,0,12180,400,3,2,3,7,0,0,0,0,3,3,0,0
4,18,1,6,5,0,1,43.0,1,0,0,1,0,12181,400,3,2,3,5,5,0,0,0,2,2,1,0
5,17,1,7,4,1,2,28.0,0,0,0,0,0,12182,400,3,2,2,4,4,0,0,0,2,3,0,0
2,9,1,6,4,1,1,42.0,0,1,0,0,1,12183,400,3,2,1,5,5,0,0,0,2,3,0,1
4,9,1,7,1,1,2,31.0,1,1,0,1,0,12184,700,3,2,3,5,4,0,0,0,2,3,0,1
3,17,1,2,3,1,2,28.0,0,1,0,0,0,12185,400,3,2,3,4,4,0,0,0,3,3,0,1
2,17,1,6,2,1,2,29.0,0,2,1,4,0,12186,400,3,2,0,4,4,0,0,0,0,3,0,2
4,13,1,6,1,1,1,39.0,0,0,0,0,0,12187,400,3,2,3,6,5,0,0,0,0,3,0,0
4,0,1,7,4,1,1,47.0,1,0,0,1,0,12188,400,1,0,3,6,6,0,0,0,3,3,0,0
2,13,1,3,3,1,1,32.0,0,1,0,1,1,12189,400,3,2,0,5,4,0,0,0,1,3,0,1
2,13,0,5,3,1,2,21.0,0,1,0,5,0,12190,400,3,2,3,3,3,0,0,0,3,1,0,1
3,9,1,6,4,1,2,35.0,1,1,0,0,0,12191,400,3,2,0,4,4,0,0,0,3,3,0,1
1,2,1,2,2,1,1,52.0,1,2,1,0,0,12192,400,3,2,0,5,6,0,0,0,3,3,0,2
3,9,1,1,4,0,2,31.0,0,1,0,0,0,12193,400,3,2,0,5,4,0,0,0,2,3,0,1
2,6,1,5,3,1,1,40.0,1,1,0,1,0,12194,400,3,2,1,5,5,0,0,1,3,3,0,1
2,2,1,6,2,1,1,76.0,0,0,0,5,0,12195,400,3,2,1,6,8,0,0,0,1,0,0,0
1,13,1,7,2,1,1,44.0,0,0,0,4,0,12196,400,3,2,3,5,5,0,0,0,3,3,0,0
4,6,0,6,5,1,1,41.0,0,2,1,1,0,12197,400,3,2,1,4,5,0,0,0,0,3,0,2
3,17,1,1,4,1,2,28.0,0,1,0,5,0,12198,400,3,2,1,5,4,0,0,0,1,3,0,1
3,2,0,2,3,1,1,65.0,0,1,0,0,0,12199,400,3,2,1,6,7,0,0,0,3,3,0,1
2,17,1,1,2,1,2,53.0,0,0,0,0,0,12200,400,3,2,1,6,6,0,0,0,1,3,0,0
2,2,1,6,3,1,1,46.0,1,2,1,1,0,12201,400,3,2,3,6,6,0,0,0,3,3,0,2
1,17,1,7,2,1,1,63.0,0,0,0,4,0,12202,400,3,2,2,4,7,0,0,0,3,2,1,0
2,6,1,6,3,1,2,29.0,1,1,0,1,0,12203,400,3,2,3,4,4,0,0,0,0,3,0,1
4,6,1,2,4,1,2,34.0,0,2,1,0,0,12204,400,3,2,1,4,4,0,0,0,2,3,0,2
4,0,1,2,4,1,1,52.0,0,2,1,0,0,12205,400,3,2,2,6,6,0,0,0,3,3,0,2
4,17,1,2,5,1,1,65.0,0,0,0,0,0,12206,400,3,2,1,6,7,0,0,0,1,3,0,0
5,6,1,1,2,1,1,39.0,1,1,0,0,0,12207,400,3,2,3,5,5,0,0,0,0,3,0,1
